SKQOQU,40092582,牛津町,,,,,,,行政地名/町,佐賀県/肥前,33.248359,130.203616,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092582,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
VS20EC,40092583,小城町,,,,,,,行政地名/町,佐賀県/肥前,33.293526,130.197516,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092583,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
Y0ecsk,40092584,唐津町,,,,,,,行政地名/町,佐賀県/肥前,33.449239,129.970963,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092584,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
18qow2,40092585,武雄町,,,,,,,行政地名/町,佐賀県/肥前,33.197656,130.019108,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092585,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
4gC6AK,40092586,有田町,,,,,,,行政地名/町,佐賀県/肥前,33.189357,129.899321,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092586,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
7oOiEs,40092587,神埼町,,,,,,,行政地名/町,佐賀県/肥前,33.308235,130.373634,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092587,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
asYYca,40092588,旭村,,,,,,,行政地名/村,佐賀県/肥前,33.346447,130.504165,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092588,旧5万分の1地形図 甘木 (1904/03/30) 125-08-01
dAaa0S,40092589,旭村,,,,,,,行政地名/村,佐賀県/肥前,33.333899,130.501683,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092589,旧5万分の1地形図 久留米 (1904/03/30) 126-05-01
gInn4A,40092590,旭村,,,,,,,行政地名/村,佐賀県/肥前,33.334681,130.490697,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092590,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
jQy48i,40092591,旭村,,,,,,,行政地名/村,佐賀県/肥前,33.356697,130.485469,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092591,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
nYKgc0,40092592,芦苅村,,,,,,,行政地名/村,佐賀県/肥前,33.221577,130.211172,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092592,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
p6YYgI,40092593,嘉瀬村,,,,,,,行政地名/村,佐賀県/肥前,33.242657,130.256335,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092593,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
seaa4q,40092594,嘉瀬村,,,,,,,行政地名/村,佐賀県/肥前,33.248739,130.247726,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092594,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
vikQS7,40092595,岩松村,,,,,,,行政地名/村,佐賀県/肥前,33.30401,130.202726,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092595,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
yqwyWQ,40092596,基山村,,,,,,,行政地名/村,佐賀県/肥前,33.419587,130.531424,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092596,旧5万分の1地形図 甘木 (1904/03/30) 125-08-01
ByIKKx,40092597,基山村,,,,,,,行政地名/村,佐賀県/肥前,33.426238,130.490584,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092597,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
EGUWOf,40092598,基里村,,,,,,,行政地名/村,佐賀県/肥前,33.376323,130.525263,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092598,旧5万分の1地形図 甘木 (1904/03/30) 125-08-01
HO68CX,40092599,鬼塚村,,,,,,,行政地名/村,佐賀県/肥前,33.420525,129.985877,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092599,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
KWikGF,40092600,吉田村,,,,,,,行政地名/村,佐賀県/肥前,33.077951,130.025665,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092600,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
M4uwum,40092601,橘村,,,,,,,行政地名/村,佐賀県/肥前,33.163873,130.048508,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092601,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
Q8EIi5,40092602,橘村,,,,,,,行政地名/村,佐賀県/肥前,33.188073,130.056896,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092602,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
TgQUnM,40092603,久間村,,,,,,,行政地名/村,佐賀県/肥前,33.147697,130.063825,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092603,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
Wo26av,40092604,久保泉村,,,,,,,行政地名/村,佐賀県/肥前,33.324171,130.329044,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092604,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
Zweied,40092605,久保泉村,,,,,,,行政地名/村,佐賀県/肥前,33.347133,130.323842,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092605,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
2Equ2V,40092606,久保田村,,,,,,,行政地名/村,佐賀県/肥前,33.248265,130.239888,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092606,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
5NCc6D,40092607,久里村,,,,,,,行政地名/村,佐賀県/肥前,33.380537,129.996171,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092607,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
8UOoal,40092608,久里村,,,,,,,行政地名/村,佐賀県/肥前,33.364303,130.033227,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092608,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
b226e3,40092609,巨勢村,,,,,,,行政地名/村,佐賀県/肥前,33.253375,130.323854,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092609,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
e6cN2L,40092610,境野村,,,,,,,行政地名/村,佐賀県/肥前,33.263211,130.354372,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092610,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
heoYQs,40092611,橋下村,,,,,,,行政地名/村,佐賀県/肥前,33.206246,130.088494,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092611,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
knAGUb,40092612,鏡村,,,,,,,行政地名/村,佐賀県/肥前,33.435099,129.996848,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092612,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
muNSYT,40092613,鏡村,,,,,,,行政地名/村,佐賀県/肥前,33.43137,130.010471,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092613,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
qCY4NA,40092614,曲川村,,,,,,,行政地名/村,佐賀県/肥前,33.196329,129.853608,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092614,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
tKagQi,40092615,玉島村,,,,,,,行政地名/村,佐賀県/肥前,33.436202,130.067354,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092615,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
wSnsE0,40092616,玉島村地,,,,,,,行政地名/村,佐賀県/肥前,33.398251,130.116377,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092616,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
zWwEsI,40092617,錦江村,,,,,,,行政地名/村,佐賀県/肥前,33.161799,130.116178,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092617,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
C4IQwq,40092618,錦江村,,,,,,,行政地名/村,佐賀県/肥前,33.173101,130.116389,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092618,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
FcU2k8,40092619,金立村,,,,,,,行政地名/村,佐賀県/肥前,33.306416,130.306886,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092619,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
Ik6e8Q,40092620,金立村,,,,,,,行政地名/村,佐賀県/肥前,33.341407,130.299763,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092620,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
Lsiqcy,40092621,古枝村,,,,,,,行政地名/村,佐賀県/肥前,33.076415,130.109403,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092621,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
OAuC0g,40092622,呼子村,,,,,,,行政地名/村,佐賀県/肥前,33.544136,129.891794,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092622,旧5万分の1地形図 呼子 (1902/09/30) 131-03-01
RIGkkY,40092623,呼子村,,,,,,,行政地名/村,佐賀県/肥前,33.556076,129.883222,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092623,旧5万分の1地形図 呼子 (1902/09/30) 131-03-01
UNQ0SF,40092624,五町田村,,,,,,,行政地名/村,佐賀県/肥前,33.122425,130.061004,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092624,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
XU2cGm,40092625,五町田村地,,,,,,,行政地名/村,佐賀県/肥前,33.120563,130.028403,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092625,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
02gU06,40092626,高木瀬村,,,,,,,行政地名/村,佐賀県/肥前,33.28634,130.289928,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092626,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
3as6OM,40092627,轟木村,,,,,,,行政地名/村,佐賀県/肥前,33.367345,130.50792,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092627,旧5万分の1地形図 甘木 (1904/03/30) 125-08-01
6iEO8w,40092628,轟木村,,,,,,,行政地名/村,佐賀県/肥前,33.363491,130.499023,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092628,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
9qQ0We,40092629,佐志村,,,,,,,行政地名/村,佐賀県/肥前,33.480622,129.935663,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092629,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
cy2cKV,40092630,佐留志村,,,,,,,行政地名/村,佐賀県/肥前,33.220738,130.169219,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092630,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
fCcSyD,40092631,三川村,,,,,,,行政地名/村,佐賀県/肥前,33.289562,130.423386,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092631,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
iKo4nl,40092632,三田川村,,,,,,,行政地名/村,佐賀県/肥前,33.323058,130.404305,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092632,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
lSANG3,40092633,三田川村地,,,,,,,行政地名/村,佐賀県/肥前,33.338269,130.4058,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092633,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
o0NYuL,40092634,三日月村,,,,,,,行政地名/村,佐賀県/肥前,33.273021,130.218257,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092634,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
r8Yait,40092635,三里村,,,,,,,行政地名/村,佐賀県/肥前,33.27079,130.187848,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092635,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
ugannb,40092636,三瀬村,,,,,,,行政地名/村,佐賀県/肥前,33.429763,130.279121,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092636,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
xonyaT,40092637,山口村,,,,,,,行政地名/村,佐賀県/肥前,33.220973,130.157978,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092637,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
AswKYB,40092638,七浦村,,,,,,,行政地名/村,佐賀県/肥前,33.067046,130.149933,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092638,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
DAIW2j,40092639,七山村,,,,,,,行政地名/村,佐賀県/肥前,33.443237,130.115538,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092639,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
GIU8Q0,40092640,若木村,,,,,,,行政地名/村,佐賀県/肥前,33.254393,129.991913,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092640,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
JQ6kUJ,40092641,若木村,,,,,,,行政地名/村,佐賀県/肥前,33.259394,130.013343,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092641,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
NYiwIq,40092642,住吉村,,,,,,,行政地名/村,佐賀県/肥前,33.207675,129.928445,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092642,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
P6wK29,40092643,春日村,,,,,,,行政地名/村,佐賀県/肥前,33.31049,130.280889,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092643,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
SeIW6R,40092644,春日村,,,,,,,行政地名/村,佐賀県/肥前,33.339772,130.279468,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092644,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
ViSCEy,40092645,小田村,,,,,,,行政地名/村,佐賀県/肥前,33.223191,130.139046,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092645,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
Yq4OIg,40092646,小関村,,,,,,,行政地名/村,佐賀県/肥前,33.39792,130.256731,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092646,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
1yg0wY,40092647,小関村,,,,,,,行政地名/村,佐賀県/肥前,33.393219,130.247558,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092647,旧5万分の1地形図 浜崎 (1903/12/28) 125-16-01
4GsckG,40092648,松浦村,,,,,,,行政地名/村,佐賀県/肥前,33.269552,129.944793,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092648,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
7OEUEo,40092649,松梅村,,,,,,,行政地名/村,佐賀県/肥前,33.333263,130.26957,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092649,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
aWQ6s6,40092650,松梅村,,,,,,,行政地名/村,佐賀県/肥前,33.364654,130.25532,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092650,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
d42iwO,40092651,上峰村,,,,,,,行政地名/村,佐賀県/肥前,33.320366,130.422189,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092651,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
g8cY4w,40092652,上峰村,,,,,,,行政地名/村,佐賀県/肥前,33.356924,130.421507,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092652,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
jgoaSd,40092653,城田村,,,,,,,行政地名/村,佐賀県/肥前,33.27512,130.374808,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092653,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
noAScW,40092654,新北村,,,,,,,行政地名/村,佐賀県/肥前,33.213131,130.343546,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092654,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
pwN40E,40092655,仁比山村,,,,,,,行政地名/村,佐賀県/肥前,33.328403,130.373041,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092655,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
sEYg4n,40092656,仁比山村,,,,,,,行政地名/村,佐賀県/肥前,33.342074,130.368965,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092656,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
vNasS3,40092657,須古村,,,,,,,行政地名/村,佐賀県/肥前,33.16852,130.092725,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092657,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
yUnEGL,40092658,須古村,,,,,,,行政地名/村,佐賀県/肥前,33.1797,130.105223,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092658,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
BYwQKt,40092659,須古村地,,,,,,,行政地名/村,佐賀県/肥前,33.194016,130.111572,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092659,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
E6KyOb,40092660,西嬉野村,,,,,,,行政地名/村,佐賀県/肥前,33.113026,130.003001,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092660,旧5万分の1地形図 鹿島 (1902/12/28) 126-14-01
HeWKCT,40092661,西嬉野村,,,,,,,行政地名/村,佐賀県/肥前,33.097968,129.983146,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092661,旧5万分の1地形図 早岐 (記載なし) 132-02-01
Kn8WGB,40092662,西郷村,,,,,,,行政地名/村,佐賀県/肥前,33.301371,130.359365,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092662,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
Muk8uj,40092663,西郷村,,,,,,,行政地名/村,佐賀県/肥前,33.342799,130.338002,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092663,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
QCwQO1,40092664,西山代村,,,,,,,行政地名/村,佐賀県/肥前,33.310492,129.812344,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092664,旧5万分の1地形図 大村 (1905/06/30) 132-03-01
TKI2CJ,40092665,西川登村,,,,,,,行政地名/村,佐賀県/肥前,33.137028,129.982218,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092665,旧5万分の1地形図 早岐 (記載なし) 132-02-01
WOSIar,40092666,西川副村,,,,,,,行政地名/村,佐賀県/肥前,33.21182,130.310099,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092666,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
ZW4Ue9,40092667,西多久町,,,,,,,行政地名/村,佐賀県/肥前,33.263695,130.055061,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092667,旧5万分の1地形図 武雄 (1902/12/28) 126-13-01
24g62R,40092668,西与賀村,,,,,,,行政地名/村,佐賀県/肥前,33.222367,130.266153,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092668,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
5csi6z,40092669,脊振村,,,,,,,行政地名/村,佐賀県/肥前,33.376983,130.327026,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092669,旧5万分の1地形図 背振山 (1904/03/30) 125-12-01
8kE0ah,40092670,切木村,,,,,,,行政地名/村,佐賀県/肥前,33.426928,129.883212,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092670,旧5万分の1地形図 唐津 (1902/12/28) 131-04-01
bsQcYZ,40092671,千歳村,,,,,,,行政地名/村,佐賀県/肥前,33.260595,130.391469,,,,,http://codh.rois.ac.jp/historical-gis/nihu-map/?id=40092671,旧5万分の1地形図 佐賀 (1902/12/28) 126-09-01
